;代码	X	Y	名称	范围	数量	时间
sxld  50   50          如龙魔尊3    50     2     58
sxld  50   50          如龙魔王3    50     2     58
sxld  50   50          弑血教主    50     2     58



;;缥缈●仙境
pmxj  100   100          魔龙巨蛾     100  20     20
pmxj  100   100          魔龙力士     100  20     20
pmxj  100   100          魔龙战将     100  20    20
pmxj  100   100          暗之魔龙力士   100  20   20
pmxj  100   100          暗之魔龙战将   100  20   20
pmxj  100   100          暗之魔龙巨蛾   100  20   20
pmxj  100   100          魔龙教主3    100    5    59
pmxj  100   100          魔影巨人3    100    5    58
pmxj  100   100          灵魂收割者3   100    5  58
pmxj  100   100          蓝影刀客3    100    5    58
pmxj  100   100          上古黄金龙3   100    5  58
pmxj  100   100          上古蛛后3    100    5    58
pmxj  100   100          远古恶魔3   100    5    58
pmxj  100   100          远古牛尊3   100    5    58
pmxj  100   100          如龙魔尊3   100    5    58
pmxj  100   100          如龙魔王3   100    5    58
pmxj  100   100          缥缈教主    100    2     58

;;如龍●魔域
rlmy  100   100          魔龙巨蛾     100   20     20
rlmy  100   100          魔龙力士     100   20     20
rlmy  100   100          魔龙战将     100   20    20
rlmy  100   100          暗之魔龙力士   100   20   20
rlmy  100   100          暗之魔龙战将   100   20   20
rlmy  100   100          暗之魔龙巨蛾   100   20   20
rlmy  100   100          魔龙教主3    100    5    59
rlmy  100   100          魔影巨人3    100    5    58
rlmy  100   100          灵魂收割者3   100    5  58
rlmy  100   100          蓝影刀客3    100    5    58
rlmy  100   100          上古黄金龙3   100    5  58
rlmy  100   100          上古蛛后3    100    5    58
rlmy  100   100          远古恶魔3    100    5    58
rlmy  100   100          远古牛尊3    100    5    58
rlmy  100   100          如龙魔尊3    100    5    58
rlmy  100   100          如龙魔王3    100    5    58
rlmy  100   100          如龙教主    100    2     58



;;上古·残阵
sgcz  50   50          魔龙巨蛾     100   20     20
sgcz  50   50          魔龙力士     100   20     20
sgcz  50   50          魔龙战将     100   20    20
sgcz  50   50          暗之魔龙力士   100   20   20
sgcz  50   50          暗之魔龙战将   100   20   20
sgcz  50   50          暗之魔龙巨蛾   100   20   20
sgcz  50   50          魔龙教主3    100    5    59
sgcz  50   50          魔影巨人3    100    5    58
sgcz  50   50          灵魂收割者3   100    5  58
sgcz  50   50          蓝影刀客3    100    5    58
sgcz  50   50          上古黄金龙3   100    5  58
sgcz  50   50          上古蛛后3    100    5    58
sgcz  50   50          远古恶魔3    100    5    58
sgcz  50   50          远古牛尊3    100    5    58
sgcz  50   50          如龙魔尊3    100    5    58
sgcz  50   50          如龙魔王3    100    5    58
sgcz  98   98          残阵庄主     10      1    58


;;幻海·绿洲
hhlz 100  100        魔龙巨蛾     100   20     20
hhlz 100  100        魔龙力士     100   20     20
hhlz 100  100        魔龙战将     100   20    20
hhlz 100  100        暗之魔龙力士   100   20   20
hhlz 100  100        暗之魔龙战将   100   20   20
hhlz 100  100        暗之魔龙巨蛾   100   20   20
hhlz 100  100        魔龙教主3    100    5    59
hhlz 100  100        魔影巨人3    100    5    58
hhlz 100  100        灵魂收割者3   100    5  58
hhlz 100  100        蓝影刀客3    100    5    58
hhlz 100  100        上古黄金龙3   100    5  58
hhlz 100  100        上古蛛后3    100    5    58
hhlz 100  100        远古恶魔3    100    5    58
hhlz 100  100        远古牛尊3    100    5    58
hhlz 100  100        如龙魔尊3    100    5    58
hhlz 100  100        如龙魔王3    100    5    58
hhlz  98   98          绿洲庄主     10      1    58



;;幽冥·鬼域
ymgy  50  50        魔龙巨蛾     100  10     20
ymgy  50  50        魔龙力士     100  10     20
ymgy  50  50        魔龙战将     100  10    20
ymgy  50  50        暗之魔龙力士   100  10   20
ymgy  50  50        暗之魔龙战将   100  10   20
ymgy  50  50        暗之魔龙巨蛾   100  10   20
ymgy  50  50        魔龙教主3    100   2   59
ymgy  50  50        魔影巨人3    100   2   58
ymgy  50  50        灵魂收割者3   100   2 58
ymgy  50  50        蓝影刀客3    100   2   58
ymgy  50  50        上古黄金龙3   100   2 58
ymgy  50  50        上古蛛后3    100   2   58
ymgy  50  50        远古恶魔3    100   2   58
ymgy  50  50        远古牛尊3    100   2   58
ymgy  50  50        如龙魔尊3    100   2   58
ymgy  50  50        如龙魔王3    100   2   58
ymgy  78   30       鬼域庄主     10      1    58



;;如龍·山庄
rlsz  50  50        魔龙巨蛾     100  10     20
rlsz  50  50        魔龙力士     100  10     20
rlsz  50  50        魔龙战将     100  10    20
rlsz  50  50        暗之魔龙力士   100   10   20
rlsz  50  50        暗之魔龙战将   100   10   20
rlsz  50  50        暗之魔龙巨蛾   100   10   20
rlsz  50  50        魔龙教主3    100    2    59
rlsz  50  50        魔影巨人3    100    2    58
rlsz  50  50        灵魂收割者3   100    2  58
rlsz  50  50        蓝影刀客3    100    2    58
rlsz  50  50        上古黄金龙3   100    2  58
rlsz  50  50        上古蛛后3    100    2    58
rlsz  50  50        远古恶魔3    100    2    58
rlsz  50  50        远古牛尊3    100    2    58
rlsz  50  50        如龙魔尊3    100    2    58
rlsz  50  50        如龙魔王3    100    2    58
rlsz  50   50       如龙庄主     5      1    58


;赤月天山 1

cyts1  50  30        魔龙巨蛾     100  5    20
cyts1  50  30        魔龙力士     100  5    20
cyts1  50  30        魔龙战将     100  5   20
cyts1  50  30        暗之魔龙力士   100  5   20
cyts1  50  30        暗之魔龙战将   100  5   20
cyts1  50  30        暗之魔龙巨蛾   100  5   20
cyts1  50  30        魔龙教主5    100    1    59
cyts1  50  30        魔影巨人5    100    1    58
cyts1  50  30        灵魂收割者5   100    1  58
cyts1  50  30        蓝影刀客5    100    1    58
cyts1  50  30        上古黄金龙5   100    1  58
cyts1  50  30        上古蛛后5    100    1    58
cyts1  50  30        远古恶魔5    100    1    58
cyts1  50  30        远古牛尊5    100    1    58
cyts1  50  30        如龙魔尊5    100    1    58
cyts1  50  30        如龙魔王5    100    1    58
cyts1  50  30        如龍战帝     5      1    65


;赤月天山 2

cyts2  93  98        魔龙巨蛾     100  10    20
cyts2  93  98        魔龙力士     100  10    20
cyts2  93  98        魔龙战将     100  10   20
cyts2  93  98        暗之魔龙力士   100  10   20
cyts2  93  98        暗之魔龙战将   100  10   20
cyts2  93  98        暗之魔龙巨蛾   100  10   20
cyts2  93  98        魔龙教主5    100    1    59
cyts2  93  98        魔影巨人5    100    1    58
cyts2  93  98        灵魂收割者5   100    1  58
cyts2  93  98        蓝影刀客5    100    1    58
cyts2  93  98        上古黄金龙5   100    1  58
cyts2  93  98        上古蛛后5    100    1    58
cyts2  93  98        远古恶魔5    100    1    58
cyts2  93  98        远古牛尊5    100    1    58
cyts2  93  98        如龙魔尊5    100    1    58
cyts2  93  98        如龙魔王5    100    1    58
cyts2  93  98        如龍道帝     5      1    65




;赤月天山 3

cyts3  93  98        魔龙巨蛾     100  10    20
cyts3  93  98        魔龙力士     100  10    20
cyts3  93  98        魔龙战将     100  10   20
cyts3  93  98        暗之魔龙力士   100  10   20
cyts3  93  98        暗之魔龙战将   100  10   20
cyts3  93  98        暗之魔龙巨蛾   100  10   20
cyts3  93  98        魔龙教主5    100    1    59
cyts3  93  98        魔影巨人5    100    1    58
cyts3  93  98        灵魂收割者5   100    1  58
cyts3  93  98        蓝影刀客5    100    1    58
cyts3  93  98        上古黄金龙5   100    1  58
cyts3  93  98        上古蛛后5    100    1    58
cyts3  93  98        远古恶魔5    100    1    58
cyts3  93  98        远古牛尊5    100    1    58
cyts3  93  98        如龙魔尊5    100    1    58
cyts3  93  98        如龙魔王5    100    1    58
cyts3  93  98        如龍魔帝     5      1    65



;冰月圣宫 1

bysg1  100  100        魔龙巨蛾     100  5    20
bysg1  100  100        魔龙力士     100  5    20
bysg1  100  100        魔龙战将     100  5   20
bysg1  100  100        暗之魔龙力士   100  5   20
bysg1  100  100        暗之魔龙战将   100  5   20
bysg1  100  100        暗之魔龙巨蛾   100  5   20
bysg1  100  100        魔龙教主5    100    1    59
bysg1  100  100        魔影巨人5    100    1    58
bysg1  100  100        灵魂收割者5   100    1  58
bysg1  100  100        蓝影刀客5    100    1    58
bysg1  100  100        上古黄金龙5   100    1  58
bysg1  100  100        上古蛛后5    100    1    58
bysg1  100  100        远古恶魔5    100    1    58
bysg1  100  100        远古牛尊5    100    1    58
bysg1  100  100        如龙魔尊5    100    1    58
bysg1  100  100        如龙魔王5    100    1    58
bysg1  100  100        如龍战帝     5      1    65


;冰月圣宫 2

bysg2  100  100        魔龙巨蛾     100  5    20
bysg2  100  100        魔龙力士     100  5    20
bysg2  100  100        魔龙战将     100  5   20
bysg2  100  100        暗之魔龙力士   100  5   20
bysg2  100  100        暗之魔龙战将   100  5   20
bysg2  100  100        暗之魔龙巨蛾   100  5   20
bysg2  100  100        魔龙教主5    100    1    59
bysg2  100  100        魔影巨人5    100    1    58
bysg2  100  100        灵魂收割者5   100    1  58
bysg2  100  100        蓝影刀客5    100    1    58
bysg2  100  100        上古黄金龙5   100    1  58
bysg2  100  100        上古蛛后5    100    1    58
bysg2  100  100        远古恶魔5    100    1    58
bysg2  100  100        远古牛尊5    100    1    58
bysg2  100  100        如龙魔尊5    100    1    58
bysg2  100  100        如龙魔王5    100    1    58
bysg2  100  100        如龍道帝     5      1    65




;冰月圣宫 3

bysg3  120  130     魔龙巨蛾     100  10    20
bysg3  120  130     魔龙力士     100  10    20
bysg3  120  130     魔龙战将     100  10   20
bysg3  120  130     暗之魔龙力士   100  10   20
bysg3  120  130     暗之魔龙战将   100  10   20
bysg3  120  130     暗之魔龙巨蛾   100  10   20
bysg3  120  130     魔龙教主5    100    1    59
bysg3  120  130     魔影巨人5    100    1    58
bysg3  120  130     灵魂收割者5   100    1  58
bysg3  120  130     蓝影刀客5    100    1    58
bysg3  120  130     上古黄金龙5   100    1  58
bysg3  120  130     上古蛛后5    100    1    58
bysg3  120  130     远古恶魔5    100    1    58
bysg3  120  130     远古牛尊5    100    1    58
bysg3  120  130     如龙魔尊5    100    1    58
bysg3  120  130     如龙魔王5    100    1    58
bysg3  120  130      如龍魔帝     5      1    65



;玄妖魔殿 1

xymd1  50  50     魔龙巨蛾     100  10    20
xymd1  50  50     魔龙力士     100  10    20
xymd1  50  50     魔龙战将     100  10   20
xymd1  50  50     暗之魔龙力士   100  10   20
xymd1  50  50     暗之魔龙战将   100  10   20
xymd1  50  50     暗之魔龙巨蛾   100  10   20
xymd1  50  50     魔龙教主5    100    1    59
xymd1  50  50     魔影巨人5    100    1    58
xymd1  50  50     灵魂收割者5   100    1  58
xymd1  50  50     蓝影刀客5    100    1    58
xymd1  50  50     上古黄金龙5   100    1  58
xymd1  50  50     上古蛛后5    100    1    58
xymd1  50  50     远古恶魔5    100    1    58
xymd1  50  50     远古牛尊5    100    1    58
xymd1  50  50     如龙魔尊5    100    1    58
xymd1  50  50     如龙魔王5    100    1    58
xymd1  50  50      如龍战帝     5      1    65



;玄妖魔殿 2

xymd2  50  50     魔龙巨蛾     100  10    20
xymd2  50  50     魔龙力士     100  10    20
xymd2  50  50     魔龙战将     100  10   20
xymd2  50  50     暗之魔龙力士   100  10   20
xymd2  50  50     暗之魔龙战将   100  10   20
xymd2  50  50     暗之魔龙巨蛾   100  10   20
xymd2  50  50     魔龙教主5    100    1    59
xymd2  50  50     魔影巨人5    100    1    58
xymd2  50  50     灵魂收割者5   100    1  58
xymd2  50  50     蓝影刀客5    100    1    58
xymd2  50  50     上古黄金龙5   100    1  58
xymd2  50  50     上古蛛后5    100    1    58
xymd2  50  50     远古恶魔5    100    1    58
xymd2  50  50     远古牛尊5    100    1    58
xymd2  50  50     如龙魔尊5    100    1    58
xymd2  50  50     如龙魔王5    100    1    58
xymd2  50  50      如龍道帝     5      1    65


;玄妖魔殿 3

xymd3  50  50     魔龙巨蛾     50  10    20
xymd3  50  50     魔龙力士     50  10    20
xymd3  50  50     魔龙战将     50  10   20
xymd3  50  50     暗之魔龙力士   50  10   20
xymd3  50  50     暗之魔龙战将   50  10   20
xymd3  50  50     暗之魔龙巨蛾   50  10   20
xymd3  50  50     魔龙教主5    50    1    59
xymd3  50  50     魔影巨人5    50    1    58
xymd3  50  50     灵魂收割者5   50    1  58
xymd3  50  50     蓝影刀客5    50    1    58
xymd3  50  50     上古黄金龙5  50    1  58
xymd3  50  50     上古蛛后5    50    1    58
xymd3  50  50     远古恶魔5    50    1    58
xymd3  50  50     远古牛尊5    50    1    58
xymd3  50  50     如龙魔尊5    50    1    58
xymd3  50  50     如龙魔王5    50    1    58
xymd3  50  50      如龍魔帝     5      1    65


;地下魔域 1
xspy1  30  30     魔龙巨蛾     50  5    20
xspy1  30  30     魔龙力士     50  5    20
xspy1  30  30     魔龙战将     50  5   20
xspy1  30  30     暗之魔龙力士   50  5   20
xspy1  30  30     暗之魔龙战将   50  5   20
xspy1  30  30     暗之魔龙巨蛾   50  5   20
xspy1  30  30     魔龙教主5    50    1    59
xspy1  30  30     魔影巨人5    50    1    58
xspy1  30  30     灵魂收割者5   50    1  58
xspy1  30  30     蓝影刀客5    50    1    58
xspy1  30  30     上古黄金龙5   50    1  58
xspy1  30  30     上古蛛后5    50    1    58
xspy1  30  30     远古恶魔5    50    1    58
xspy1  30  30     远古牛尊5    50    1    58
xspy1  30  30     如龙魔尊5    50    1    58
xspy1  30  30     如龙魔王5    50    1    58
xspy1  30  30      如龍战帝     5      1    65


;地下魔域2
xspy2  40  40     魔龙巨蛾     50  5    20
xspy2  40  40     魔龙力士     50  5    20
xspy2  40  40     魔龙战将     50  5   20
xspy2  40  40     暗之魔龙力士   50  5   20
xspy2  40  40     暗之魔龙战将   50  5   20
xspy2  40  40     暗之魔龙巨蛾   50  5   20
xspy2  40  40     魔龙教主5    50    1    59
xspy2  40  40     魔影巨人5    50    1    58
xspy2  40  40     灵魂收割者5   50    1  58
xspy2  40  40     蓝影刀客5    50    1    58
xspy2  40  40     上古黄金龙5   50    1  58
xspy2  40  40     上古蛛后5    50    1    58
xspy2  40  40     远古恶魔5    50    1    58
xspy2  40  40     远古牛尊5    50    1    58
xspy2  40  40     如龙魔尊5    50    1    58
xspy2  40  40     如龙魔王5    50    1    58
xspy2  40  40      如龍道帝     5      1    65




;地下魔域3
xspy3  40  40     魔龙巨蛾     50  5    20
xspy3  40  40     魔龙力士     50  5    20
xspy3  40  40     魔龙战将     50  5   20
xspy3  40  40     暗之魔龙力士   50  5   20
xspy3  40  40     暗之魔龙战将   50  5   20
xspy3  40  40     暗之魔龙巨蛾   50  5   20
xspy3  40  40     魔龙教主5    50    1    59
xspy3  40  40     魔影巨人5    50    1    58
xspy3  40  40     灵魂收割者5   50    1  58
xspy3  40  40     蓝影刀客5    50    1    58
xspy3  40  40     上古黄金龙5   50    1  58
xspy3  40  40     上古蛛后5    50    1    58
xspy3  40  40     远古恶魔5    50    1    58
xspy3  40  40     远古牛尊5    50    1    58
xspy3  40  40     如龙魔尊5    50    1    58
xspy3  40  40     如龙魔王5    50    1    58
xspy3  40  40      如龍魔帝     5      1    65

;天下仙府 1
txxf1  25  25     魔龙巨蛾     50  5    20
txxf1  25  25     魔龙力士     50  5    20
txxf1  25  25     魔龙战将     50  5   20
txxf1  25  25     暗之魔龙力士   50  5   20
txxf1  25  25     暗之魔龙战将   50  5   20
txxf1  25  25     暗之魔龙巨蛾   50  5   20
txxf1  25  25     魔龙教主5    50    1    59
txxf1  25  25     魔影巨人5    50    1    58
txxf1  25  25     灵魂收割者5   50    1  58
txxf1  25  25     蓝影刀客5    50    1    58
txxf1  25  25     上古黄金龙5   50    1  58
txxf1  25  25     上古蛛后5    50    1    58
txxf1  25  25     远古恶魔5    50    1    58
txxf1  25  25     远古牛尊5    50    1    58
txxf1  25  25     如龙魔尊5    50    1    58
txxf1  25  25     如龙魔王5    50    1    58
txxf1  25  25      如龍战帝     5      1    65

;天下仙府2
txxf2  45  45    魔龙巨蛾     50  5    20
txxf2  45  45    魔龙力士     50  5    20
txxf2  45  45    魔龙战将     50  5   20
txxf2  45  45    暗之魔龙力士   50  5   20
txxf2  45  45    暗之魔龙战将   50  5   20
txxf2  45  45    暗之魔龙巨蛾   50  5   20
txxf2  45  45    魔龙教主5    50    1    59
txxf2  45  45    魔影巨人5    50    1    58
txxf2  45  45    灵魂收割者5   50    1  58
txxf2  45  45    蓝影刀客5   50    1    58
txxf2  45  45    上古黄金龙5   50    1  58
txxf2  45  45    上古蛛后5    50    1    58
txxf2  45  45    远古恶魔5    50    1    58
txxf2  45  45    远古牛尊5    50    1    58
txxf2  45  45    如龙魔尊5    50    1    58
txxf2  45  45    如龙魔王5    50    1    58
txxf2  45  45     如龍道帝     5      1    65

;天下仙府3
txxf3  50  50    魔龙巨蛾     50  5    20
txxf3  50  50    魔龙力士     50  5    20
txxf3  50  50    魔龙战将     50  5   20
txxf3  50  50    暗之魔龙力士   50  5   20
txxf3  50  50    暗之魔龙战将   50  5   20
txxf3  50  50    暗之魔龙巨蛾   50  5   20
txxf3  50  50    魔龙教主5    50    1    59
txxf3  50  50    魔影巨人5    50    1    58
txxf3  50  50    灵魂收割者5   50    1  58
txxf3  50  50    蓝影刀客5    50    1    58
txxf3  50  50    上古黄金龙5   50    1  58
txxf3  50  50    上古蛛后5    50    1    58
txxf3  50  50    远古恶魔5    50    1    58
txxf3  50  50    远古牛尊5    50    1    58
txxf3  50  50    如龙魔尊5    50    1    58
txxf3  50  50    如龙魔王5    50    1    58
txxf3  50  50     如龍魔帝     5      1    65



;终极神陵1
zjsl1  50  50    魔龙巨蛾     50  5    20
zjsl1  50  50    魔龙力士     50  5    20
zjsl1  50  50    魔龙战将     50  5   20
zjsl1  50  50    暗之魔龙力士   50  5   20
zjsl1  50  50    暗之魔龙战将   50  5   20
zjsl1  50  50    暗之魔龙巨蛾   50  5   20
zjsl1  50  50    魔龙教主5    50    1    59
zjsl1  50  50    魔影巨人5    50    1    58
zjsl1  50  50    灵魂收割者5   50    1  58
zjsl1  50  50    蓝影刀客5    50    1    58
zjsl1  50  50    上古黄金龙5   50    1  58
zjsl1  50  50    上古蛛后5    50    1    58
zjsl1  50  50    远古恶魔5    50    1    58
zjsl1  50  50    远古牛尊5    50    1    58
zjsl1  50  50    如龙魔尊5    50    1    58
zjsl1  50  50    如龙魔王5    50    1    58
zjsl1  50  50     如龍战帝     5      1    65

;终极神陵2
zjsl2  100  100    魔龙巨蛾     50   10    20
zjsl2  100  100    魔龙力士     50   10    20
zjsl2  100  100    魔龙战将     50   10   20
zjsl2  100  100    暗之魔龙力士   50   10   20
zjsl2  100  100    暗之魔龙战将   50   10   20
zjsl2  100  100    暗之魔龙巨蛾   50   10   20
zjsl2  100  100    魔龙教主5    50    1    59
zjsl2  100  100    魔影巨人5    50    1    58
zjsl2  100  100    灵魂收割者5  50    1  58
zjsl2  100  100    蓝影刀客5    50    1    58
zjsl2  100  100    上古黄金龙5   50    1  58
zjsl2  100  100    上古蛛后5    50    1    58
zjsl2  100  100    远古恶魔5    50    1    58
zjsl2  100  100    远古牛尊5    50    1    58
zjsl2  100  100    如龙魔尊5    50    1    58
zjsl2  100  100    如龙魔王5    50    1    58
zjsl2  100  100     如龍道帝     5      1    65

;终极神陵3
zjsl3  100  100    魔龙巨蛾     50   10    20
zjsl3  100  100    魔龙力士     50   10    20
zjsl3  100  100    魔龙战将     50   10   20
zjsl3  100  100    暗之魔龙力士   50   10   20
zjsl3  100  100    暗之魔龙战将   50   10   20
zjsl3  100  100    暗之魔龙巨蛾   50   10   20
zjsl3  100  100    魔龙教主5    50    1    59
zjsl3  100  100    魔影巨人5    50    1    58
zjsl3  100  100    灵魂收割者5  50    1  58
zjsl3  100  100    蓝影刀客5    50    1    58
zjsl3  100  100    上古黄金龙5   50    1  58
zjsl3  100  100    上古蛛后5    50    1    58
zjsl3  100  100    远古恶魔5    50    1    58
zjsl3  100  100    远古牛尊5    50    1    58
zjsl3  100  100    如龙魔尊5    50    1    58
zjsl3  100  100    如龙魔王5    50    1    58
zjsl3  100  100     如龍魔帝     5      1    65


;回馈①
huikui1  100  100     如龍战帝     100     1    55
huikui1  100  100     如龍道帝     100     1    60
huikui1  100  100     如龍魔帝     100     1    65
huikui1  100  100     传说教主     100     1    60
huikui1  100  100     征战教主     100     1    60
huikui1  100  100     不灭教主     100     1    60
huikui1  100  100     殺天教主     100     1    60
huikui1  100  100     弑血教主     100     1    60
huikui1  100  100     缥缈教主     100     1    60
huikui1  100  100     如龙教主     100     1    60
huikui1  100  100     如龙魔王5     100     1   60
huikui1  100  100     如龙魔尊5     100     1   60
huikui1  100  100     远古恶魔5     100     1   60
huikui1  100  100     上古蛛后5     100     1   60
huikui1  100  100     上古黄金龙5     100     1   60
huikui1  100  100     蓝影刀客5     100     1   60
huikui1  100  100     灵魂收割者5     100     1   60
huikui1  100  100     魔龙教主5     100     1   60
huikui1  100  100     魔影巨人5     100     1   60

;回馈 ②
huikui2  100  100     如龍战帝     100     1    55
huikui2  100  100     如龍道帝     100     1    60
huikui2  100  100     如龍魔帝     100     1    65
huikui2  100  100     传说教主     100     1    60
huikui2  100  100     征战教主     100     1    60
huikui2  100  100     不灭教主     100     1    60
huikui2  100  100     殺天教主     100     1    60
huikui2  100  100     弑血教主     100     1    60
huikui2  100  100     缥缈教主     100     1    60
huikui2  100  100     如龙教主     100     1    60
huikui2  100  100     如龙魔王5     100     1   60
huikui2  100  100     如龙魔尊5     100     1   60
huikui2  100  100     远古恶魔5     100     1   60
huikui2  100  100     上古蛛后5     100     1   60
huikui2  100  100     上古黄金龙5     100     1   60
huikui2  100  100     蓝影刀客5     100     1   60
huikui2  100  100     灵魂收割者5     100     1   60
huikui2  100  100     魔龙教主5     100     1   60
huikui2  100  100     魔影巨人5     100     1   60
